CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Cluster
13917.0,50,18,272.04,3,2,1,6,4
13918.0,50,30,1212.8400000000001,3,2,3,8,4
13919.0,53,33,350.15999999999997,2,2,2,6,4
13922.0,352,7,172.25,1,1,1,3,3
13923.0,54,20,351.13,2,2,2,6,4
13924.0,2,137,1682.08,4,4,4,12,1
13925.0,36,45,616.65,3,3,2,8,1
13926.0,23,11,223.85000000000002,3,1,1,5,1
13927.0,75,21,348.99,2,2,2,6,4
13928.0,11,27,464.57,4,2,2,8,1
13929.0,169,10,802.85,1,1,3,5,2
13930.0,58,17,337.34,2,1,2,5,4
13931.0,86,59,1230.93,2,3,3,8,4
13932.0,295,16,307.4,1,1,2,4,3
13933.0,109,23,608.7900000000001,2,2,2,6,4
13934.0,264,31,922.1,1,2,3,6,3
13936.0,171,27,361.28,1,2,2,5,2
13937.0,169,9,158.85,1,1,1,3,2
13938.0,35,7,71.66,3,1,1,5,1
13939.0,23,46,556.75,3,3,2,8,1
13940.0,17,49,839.14,4,3,3,10,1
13941.0,22,47,4912.41,3,3,4,10,1
13946.0,79,11,561.5699999999999,2,1,2,5,4
13947.0,65,5,90.6,2,1,1,4,4
13948.0,361,3,102.0,1,1,1,3,3
13949.0,3,160,2427.32,4,4,4,12,1
13950.0,11,36,728.56,4,2,3,9,1
13951.0,176,39,674.45,1,2,3,6,2
13952.0,211,138,3246.091,1,4,4,9,2
13953.0,7,20,3515.68,4,2,4,10,1
13954.0,2,30,378.59,4,2,2,8,1
13955.0,154,33,322.96,1,2,2,5,2
13956.0,5,152,1026.42,4,4,3,11,1
13958.0,372,5,-102.45,1,1,1,3,3
13959.0,79,92,598.2,2,3,2,7,4
13960.0,21,12,230.22,3,1,1,5,1
13962.0,22,11,169.55,3,1,1,5,1
13963.0,308,35,664.54,1,2,3,6,3
13967.0,146,2,80.7,1,1,1,3,2
13969.0,7,633,8986.69,4,4,4,12,1
13971.0,9,158,2702.2200000000003,4,4,4,12,1
13972.0,71,15,190.25,2,1,1,4,4
13973.0,287,11,264.7,1,1,1,3,3
13974.0,49,28,413.59000000000003,3,2,2,7,4
13975.0,31,340,2503.23,3,4,4,11,1
13976.0,207,10,357.98,1,1,2,4,2
13978.0,15,15,196.79000000000002,4,1,1,6,1
13979.0,73,54,869.87,2,3,3,8,4
13980.0,60,11,200.14,2,1,1,4,4
13982.0,39,115,1861.11,3,4,4,11,1
13983.0,30,112,2590.46,3,4,4,11,1
13984.0,27,17,488.03,3,1,2,6,1
13985.0,4,353,7024.53,4,4,4,12,1
13986.0,17,13,320.46,4,1,2,7,1
13988.0,20,239,4098.8,3,4,4,11,1
13989.0,66,41,1266.08,2,2,3,7,4
13990.0,213,16,311.3,1,1,2,4,2
13991.0,12,86,850.63,4,3,3,10,1
13992.0,30,5,76.8,3,1,1,5,1
13993.0,32,125,3409.66,3,4,4,11,1
13994.0,4,155,2313.14,4,4,4,12,1
13995.0,15,87,1383.49,4,3,3,10,1
13999.0,10,212,3865.26,4,4,4,12,1
14000.0,206,16,633.71,1,1,2,4,2
14001.0,46,40,2030.3300000000002,3,2,4,9,1
14002.0,134,47,529.73,2,3,2,7,2
14004.0,43,171,4582.64,3,4,4,11,1
14005.0,10,84,2874.72,4,3,4,11,1
14006.0,116,30,962.19,2,2,3,7,4
14009.0,198,44,685.9300000000001,1,3,3,7,2
14012.0,278,11,328.8,1,1,2,4,3
14013.0,110,34,473.02,2,2,2,6,4
14014.0,77,39,505.18,2,2,2,6,4
14015.0,53,20,917.34,2,2,3,7,4
14016.0,154,162,4328.46,1,4,4,9,2
14019.0,47,68,1398.96,3,3,3,9,1
14020.0,17,39,642.8,4,2,2,8,1
14021.0,155,22,631.9,1,2,2,5,2
14022.0,225,28,440.0,1,2,2,5,2
14023.0,7,31,584.07,4,2,2,8,1
14024.0,122,16,327.7,2,1,2,5,4
14027.0,61,6,104.82,2,1,1,4,4
14029.0,63,15,467.66,2,1,2,5,4
14030.0,18,243,2360.09,3,4,4,11,1
14031.0,7,258,14634.640000000001,4,4,4,12,1
14032.0,2,152,2929.84,4,4,4,12,1
14034.0,22,92,512.02,3,3,2,8,1
14035.0,29,66,1428.02,3,3,3,9,1
14036.0,285,38,626.65,1,2,2,5,3
14037.0,176,28,147.20000000000002,1,2,1,4,2
14038.0,78,93,1554.48,2,3,3,8,4
14039.0,33,6,152.2,3,1,1,5,1
14040.0,41,241,3542.19,3,4,4,11,1
14041.0,266,21,141.41,1,2,1,4,3
14044.0,27,209,652.82,3,4,3,10,1
14045.0,109,6,1659.75,2,1,4,7,4
14046.0,284,14,154.99,1,1,1,3,3
14047.0,9,34,1290.01,4,2,3,9,1
14048.0,277,88,375.13,1,3,2,6,3
14049.0,17,505,5639.15,4,4,4,12,1
14050.0,32,54,746.36,3,3,3,9,1
14051.0,1,215,15477.34,4,4,4,12,1
14052.0,20,56,225.36,3,3,1,7,1
14053.0,124,4,260.25,2,1,1,4,4
14054.0,65,6,92.46,2,1,1,4,4
14055.0,106,10,725.6400000000001,2,1,3,6,4
14056.0,1,1128,8124.4,4,4,4,12,1
14057.0,24,291,6147.4,3,4,4,11,1
14059.0,267,8,183.6,1,1,1,3,3
14060.0,5,203,6135.38,4,4,4,12,1
14062.0,10,111,10464.85,4,4,4,12,1
14064.0,29,82,1188.32,3,3,3,9,1
14066.0,267,7,152.55,1,1,1,3,3
14067.0,64,52,374.7,2,3,2,7,4
14068.0,320,24,265.85,1,2,1,4,3
14071.0,4,333,1307.41,4,4,3,11,1
14073.0,21,14,139.54,3,1,1,5,1
14075.0,5,43,942.26,4,3,3,10,1
14076.0,129,46,122.47,2,3,1,6,4
14077.0,41,42,499.41999999999996,3,2,2,7,1
14078.0,102,65,1049.37,2,3,3,8,4
14079.0,125,12,375.1,2,1,2,5,4
14080.0,33,4,45.599999999999994,3,1,1,5,1
14081.0,267,156,904.67,1,4,3,8,3
14082.0,365,29,182.25,1,2,1,4,3
14083.0,4,181,1018.43,4,4,3,11,1
14085.0,2,451,4435.79,4,4,4,12,1
14087.0,3,70,181.67,4,3,1,8,1
14088.0,10,590,50415.49,4,4,4,12,1
14089.0,57,14,161.0,2,1,1,4,4
14090.0,325,1,76.32000000000001,1,1,1,3,3
14092.0,8,217,4063.1,4,4,4,12,1
14093.0,12,105,442.85,4,4,2,10,1
14096.0,4,5128,57120.909999999996,4,4,4,12,1
14098.0,37,21,147.35,3,2,1,6,1
14099.0,16,252,3092.9700000000003,4,4,4,12,1
14100.0,138,26,194.9,2,2,1,5,2
14101.0,74,35,5976.79,2,2,4,8,4
14102.0,5,84,1314.73,4,3,3,10,1
14104.0,155,21,216.20999999999998,1,2,1,4,2
14105.0,85,76,1260.33,2,3,3,8,4
14107.0,52,124,2688.48,2,4,4,10,4
14108.0,31,35,594.16,3,2,2,7,1
14109.0,23,14,80.2,3,1,1,5,1
14110.0,4,157,5669.65,4,4,4,12,1
14111.0,14,11,688.6,4,1,3,8,1
14112.0,23,173,2774.17,3,4,4,11,1
14113.0,4,40,1377.92,4,2,3,9,1
14114.0,274,15,386.53,1,1,2,4,3
14116.0,20,72,1382.74,3,3,3,9,1
14117.0,144,3,90.0,1,1,1,3,2
14119.0,354,1,-19.9,1,1,1,3,3
14121.0,4,161,2740.3,4,4,4,12,1
14124.0,84,5,419.58000000000004,2,1,2,5,4
14125.0,11,167,2740.43,4,4,4,12,1
14126.0,8,16,643.6300000000001,4,1,2,7,1
14127.0,123,44,709.71,2,3,3,8,4
14128.0,61,46,637.5,2,3,2,7,4
14129.0,2,52,1123.8600000000001,4,3,3,10,1
14130.0,319,67,483.86,1,3,2,6,3
14132.0,2,201,3580.13,4,4,4,12,1
14133.0,130,30,590.3399999999999,2,2,2,6,4
14135.0,2,134,4690.31,4,4,4,12,1
14138.0,2,47,982.3800000000001,4,3,3,10,1
14139.0,46,26,415.82,3,2,2,7,1
14140.0,4,67,920.05,4,3,3,10,1
14141.0,3,46,879.0300000000001,4,3,3,10,1
14142.0,373,22,311.81,1,2,2,5,3
14143.0,134,7,115.8,2,1,1,4,2
14145.0,47,12,3148.2,3,1,4,8,1
14146.0,9,245,2949.57,4,4,4,12,1
14147.0,49,6,468.4,3,1,2,6,4
14148.0,234,3,157.2,1,1,1,3,2
14149.0,213,40,259.43,1,2,1,4,2
14150.0,36,26,658.64,3,2,3,8,1
14152.0,75,50,611.09,2,3,2,7,4
14154.0,239,52,1345.62,1,3,3,7,2
14155.0,266,6,118.75,1,1,1,3,3
14156.0,10,1420,113384.14,4,4,4,12,1
14157.0,20,49,400.43,3,3,2,8,1
14158.0,40,41,507.66,3,2,2,7,1
14159.0,20,1212,4678.3,3,4,4,11,1
14161.0,216,108,1110.52,1,4,3,8,2
14162.0,174,25,289.36,1,2,1,4,2
14163.0,87,52,2445.91,2,3,4,9,4
14164.0,71,29,1631.77,2,2,4,8,4
14165.0,276,25,122.53999999999999,1,2,1,4,3
14167.0,39,52,574.84,3,3,2,8,1
14171.0,98,58,363.79,2,3,2,7,4
14173.0,11,29,450.84,4,2,2,8,1
14174.0,33,26,134.46,3,2,1,6,1
14175.0,51,164,3108.06,2,4,4,10,4
14176.0,297,32,574.0,1,2,2,5,3
14177.0,85,43,554.46,2,3,2,7,4
14178.0,9,327,1620.93,4,4,4,12,1
14179.0,41,165,719.78,3,4,3,10,1
14180.0,11,248,4640.77,4,4,4,12,1
14184.0,67,24,452.89,2,2,2,6,4
14185.0,331,3,197.65,1,1,1,3,3
14188.0,9,71,2018.91,4,3,4,11,1
14189.0,2,277,4604.31,4,4,4,12,1
14191.0,2,263,4660.01,4,4,4,12,1
14193.0,68,42,853.39,2,2,3,7,4
14194.0,5,604,11216.75,4,4,4,12,1
14195.0,202,8,962.7,1,1,3,5,2
14196.0,107,6,335.52,2,1,2,5,4
14198.0,4,44,663.5,4,3,3,10,1
14199.0,218,2,185.39999999999998,1,1,1,3,2
14201.0,60,39,688.04,2,2,3,7,4
14204.0,2,44,161.03,4,3,1,8,1
14205.0,11,39,218.78,4,2,1,7,1
14206.0,239,21,308.26,1,2,2,5,2
14208.0,95,10,151.74,2,1,1,4,4
14209.0,11,88,2067.13,4,3,4,11,1
14210.0,91,103,1900.89,2,4,4,10,4
14211.0,53,118,2208.3,2,4,4,10,4
14212.0,90,9,1070.48,2,1,3,6,4
14213.0,372,5,-1192.2,1,1,1,3,3
14214.0,31,70,1000.23,3,3,3,9,1
14215.0,12,109,1777.92,4,4,4,12,1
14216.0,3,59,1839.3,4,3,4,11,1
14217.0,2,107,1925.3600000000001,4,4,4,12,1
14218.0,43,12,169.48000000000002,3,1,1,5,1
14219.0,4,7,89.94,4,1,1,6,1
14220.0,247,21,632.4,1,2,2,5,3
14221.0,42,194,3427.85,3,4,4,11,1
14222.0,177,41,683.17,1,2,3,6,2
14223.0,92,61,975.23,2,3,3,8,4
14224.0,110,118,1050.12,2,4,3,9,4
14226.0,29,73,2201.64,3,3,4,10,1
14227.0,26,183,3315.71,3,4,4,11,1
14229.0,52,43,1450.6,2,3,3,8,4
14231.0,179,54,822.0600000000001,1,3,3,7,2
14232.0,32,118,2043.93,3,4,4,11,1
14233.0,44,36,1447.51,3,2,3,8,1
14234.0,22,159,775.46,3,4,3,10,1
14235.0,10,80,3093.86,4,3,4,11,1
14236.0,81,15,490.86,2,1,2,5,4
14237.0,373,9,161.0,1,1,1,3,3
14238.0,326,8,146.85,1,1,1,3,3
14239.0,43,116,2323.5,3,4,4,11,1
14240.0,30,42,890.34,3,2,3,8,1
14241.0,184,10,213.70000000000002,1,1,1,3,2
14242.0,235,16,280.55,1,1,1,3,2
14243.0,9,148,2535.88,4,4,4,12,1
14245.0,176,112,1677.48,1,4,4,9,2
14246.0,111,75,1474.06,2,3,3,8,4
14247.0,278,20,136.76999999999998,1,2,1,4,3
14248.0,318,8,302.58,1,1,2,4,3
14250.0,7,111,1904.05,4,4,4,12,1
14251.0,2,78,2879.7000000000003,4,3,4,11,1
14256.0,254,54,935.0600000000001,1,3,3,7,3
14257.0,51,107,3087.27,2,4,4,10,4
14258.0,9,112,12650.08,4,4,4,12,1
14259.0,142,5,120.0,2,1,1,4,2
14261.0,51,52,1163.45,2,3,3,8,4
14262.0,8,143,2618.23,4,4,4,12,1
14264.0,155,19,319.47,1,2,2,5,2
14265.0,109,31,530.18,2,2,2,6,4
14267.0,151,66,1279.09,1,3,3,7,2
14270.0,332,29,492.65000000000003,1,2,2,5,3
14271.0,226,10,112.32,1,1,1,3,2
14272.0,74,33,437.96,2,2,2,6,4
14273.0,51,29,559.97,2,2,2,6,4
14276.0,88,75,1019.39,2,3,3,8,4
14277.0,15,228,3957.0,4,4,4,12,1
14280.0,197,8,134.04,1,1,1,3,2
14282.0,3,156,3729.34,4,4,4,12,1
14284.0,31,34,578.45,3,2,2,7,1
14285.0,21,27,1910.01,3,2,4,9,1
14286.0,24,285,4595.81,3,4,4,11,1
14287.0,8,11,151.23000000000002,4,1,1,6,1
14288.0,212,17,413.85,1,1,2,4,2
14289.0,9,47,911.26,4,3,3,10,1
14290.0,11,103,2307.4500000000003,4,4,4,12,1
14291.0,2,238,3873.3,4,4,4,12,1
14292.0,8,108,4819.33,4,4,4,12,1
14293.0,3,61,1046.56,4,3,3,10,1
14295.0,40,7,154.70000000000002,3,1,1,5,1
14297.0,18,64,1284.06,3,3,3,9,1
14298.0,3,1640,50862.44,4,4,4,12,1
14299.0,8,162,2855.35,4,4,4,12,1
14300.0,19,3,43.2,3,1,1,5,1
14301.0,108,16,632.04,2,1,2,5,4
14304.0,223,27,197.1,1,2,1,4,2
14305.0,71,110,1803.76,2,4,4,10,4
14306.0,51,35,2083.42,2,2,4,8,4
14307.0,89,180,2995.72,2,4,4,10,4
14309.0,8,123,2319.68,4,4,4,12,1
14311.0,225,27,229.71,1,2,1,4,2
14312.0,47,87,1611.59,3,3,3,9,1
14314.0,107,8,120.0,2,1,1,4,4
14315.0,21,104,2456.98,3,4,4,11,1
14317.0,65,24,508.58000000000004,2,2,2,6,4
14320.0,207,42,343.11,1,2,2,5,2
14321.0,11,123,1530.75,4,4,3,11,1
14323.0,115,41,574.26,2,2,2,6,4
14326.0,235,9,166.85,1,1,1,3,2
14327.0,163,12,311.65,1,1,2,4,2
14329.0,9,269,4928.74,4,4,4,12,1
14331.0,124,28,462.65999999999997,2,2,2,6,4
14332.0,23,26,866.31,3,2,3,8,1
14333.0,64,19,351.45,2,2,2,6,4
14334.0,17,163,2539.46,4,4,4,12,1
14335.0,16,63,468.26,4,3,2,9,1
14336.0,17,90,1614.91,4,3,4,11,1
14338.0,158,34,554.22,1,2,2,5,2
14339.0,235,18,289.90999999999997,1,2,1,4,2
14340.0,219,6,134.7,1,1,1,3,2
14341.0,45,130,2166.38,3,4,4,11,1
14342.0,21,24,607.71,3,2,2,7,1
14344.0,127,71,889.9300000000001,2,3,3,8,4
14345.0,39,6,108.97999999999999,3,1,1,5,1
14346.0,121,60,1021.58,2,3,3,8,4
14348.0,260,18,409.57,1,2,2,5,3
14349.0,10,31,133.5,4,2,1,7,1
14350.0,271,21,258.7,1,2,1,4,3
14351.0,165,1,51.0,1,1,1,3,2
14352.0,157,47,1078.96,1,3,3,7,2
14353.0,215,6,90.6,1,1,1,3,2
14354.0,6,9,163.62,4,1,1,6,1
14355.0,366,11,174.4,1,1,1,3,3
14356.0,60,38,666.9399999999999,2,2,3,7,4
14357.0,43,41,225.77,3,2,1,6,1
14359.0,19,58,882.58,3,3,3,9,1
14360.0,32,118,2128.23,3,4,4,11,1
14362.0,22,41,161.2,3,2,1,6,1
14364.0,109,69,3717.35,2,3,4,9,4
14367.0,8,533,9167.82,4,4,4,12,1
14368.0,320,8,155.0,1,1,1,3,3
14371.0,295,4,100.5,1,1,1,3,3
14373.0,358,4,76.55,1,1,1,3,3
14375.0,185,75,257.68,1,3,1,5,2
14377.0,191,11,617.05,1,1,2,4,2
14379.0,44,46,348.1,3,3,2,8,1
14381.0,52,56,202.68,2,3,1,6,4
14382.0,26,131,626.0699999999999,3,4,2,9,1
14383.0,38,59,1247.69,3,3,3,9,1
14385.0,9,14,202.11,4,1,1,6,1
14386.0,297,7,142.4,1,1,1,3,3
14387.0,33,140,1770.56,3,4,4,11,1
14388.0,9,191,3172.04,4,4,4,12,1
14389.0,9,62,999.72,4,3,3,10,1
14390.0,10,291,4592.47,4,4,4,12,1
14393.0,218,5,67.95,1,1,1,3,2
14395.0,2,353,3471.91,4,4,4,12,1
14396.0,65,73,487.99,2,3,2,7,4
14397.0,1,95,2556.68,4,3,4,11,1
14400.0,141,26,559.7,2,2,2,6,2
14401.0,4,183,4039.98,4,4,4,12,1
14403.0,130,26,1426.31,2,2,3,7,4
14404.0,34,104,1434.72,3,4,3,10,1
14406.0,119,8,156.75,2,1,1,4,4
14407.0,107,76,2111.08,2,3,4,9,4
14408.0,11,107,2606.53,4,4,4,12,1
14409.0,71,55,1908.25,2,3,4,9,4
14410.0,16,287,576.3,4,4,2,10,1
14411.0,311,14,1063.0,1,1,3,5,3
14412.0,35,45,761.3299999999999,3,3,3,9,1
14413.0,362,23,122.7,1,2,1,4,3
14414.0,92,98,1485.1299999999999,2,3,3,8,4
14415.0,1,612,5811.56,4,4,4,12,1
14416.0,22,14,490.22,3,1,2,6,1
14418.0,4,124,1937.25,4,4,4,12,1
14419.0,11,206,1058.06,4,4,3,11,1
14420.0,85,30,385.87,2,2,2,6,4
14421.0,57,27,813.11,2,2,3,7,4
14422.0,1,222,4263.64,4,4,4,12,1
14423.0,218,3,265.2,1,1,1,3,2
14424.0,18,1,322.08,3,1,2,6,1
14426.0,19,264,3918.9,3,4,4,11,1
14427.0,50,17,363.34000000000003,3,1,2,6,4
14428.0,7,148,1230.14,4,4,3,11,1
14431.0,299,22,397.76,1,2,2,5,3
14432.0,10,382,2255.51,4,4,4,12,1
14434.0,22,12,1372.8,3,1,3,7,1
14436.0,99,9,89.06,2,1,1,4,4
14437.0,143,6,-43.400000000000006,2,1,1,4,2
14438.0,306,9,131.9,1,1,1,3,3
14439.0,320,32,2661.24,1,2,4,7,3
14440.0,8,55,2357.6800000000003,4,3,4,11,1
14441.0,1,59,1545.14,4,3,3,10,1
14442.0,2,68,1544.62,4,3,3,10,1
14443.0,54,98,1400.88,2,3,3,8,4
14446.0,1,293,1039.58,4,4,3,11,1
14447.0,19,70,1163.23,3,3,3,9,1
14448.0,9,20,375.35,4,2,2,8,1
14449.0,19,258,907.1,3,4,3,10,1
14450.0,181,40,483.25,1,2,2,5,2
14451.0,60,109,662.59,2,4,3,9,4
14452.0,11,62,264.44,4,3,1,8,1
14453.0,190,22,119.93,1,2,1,4,2
14456.0,5,977,3047.63,4,4,4,12,1
14457.0,311,4,113.64,1,1,1,3,3
14459.0,155,37,1837.92,1,2,4,7,2
14460.0,110,17,383.34,2,1,2,5,4
14461.0,148,180,2103.06,1,4,4,9,2
14462.0,64,246,1965.9,2,4,4,10,4
14463.0,98,6,529.62,2,1,2,5,4
14465.0,247,130,1058.6200000000001,1,4,3,8,3
14466.0,29,72,2272.4,3,3,4,10,1
14467.0,18,90,598.76,3,3,2,8,1
14470.0,12,43,461.19,4,3,2,9,1
14472.0,104,281,1936.84,2,4,4,10,4
14473.0,74,7,234.34000000000003,2,1,1,4,4
14474.0,43,30,537.71,3,2,2,7,1
14475.0,72,47,799.82,2,3,3,8,4
14476.0,257,19,215.7,1,2,1,4,3
14477.0,20,11,1307.81,3,1,3,7,1
14479.0,254,18,316.25,1,2,2,5,3
14480.0,11,13,279.05,4,1,1,6,1
14481.0,165,30,636.51,1,2,2,5,2
14482.0,18,144,2068.15,3,4,4,11,1
14483.0,150,10,129.2,1,1,1,3,2
14484.0,50,14,321.92,3,1,2,6,4
14485.0,39,47,165.75,3,3,1,7,1
14487.0,27,145,1183.58,3,4,3,10,1
14488.0,51,49,1047.43,2,3,3,8,4
14489.0,207,30,463.38,1,2,2,5,2
14491.0,175,17,340.93,1,1,2,4,2
14493.0,7,123,2362.84,4,4,4,12,1
14494.0,26,7,139.56,3,1,1,5,1
14495.0,51,6,123.8,2,1,1,4,4
14496.0,312,19,538.8100000000001,1,2,2,5,3
14497.0,301,31,457.47,1,2,2,5,3
14498.0,43,193,1957.32,3,4,4,11,1
14499.0,26,194,815.32,3,4,3,10,1
14500.0,88,7,356.85,2,1,2,5,4
14501.0,64,12,190.31,2,1,1,4,4
14502.0,20,631,2351.02,3,4,4,11,1
14503.0,3,164,3543.26,4,4,4,12,1
14504.0,47,107,673.26,3,4,3,10,1
14505.0,17,803,5818.7,4,4,4,12,1
14506.0,17,316,2012.17,4,4,4,12,1
14507.0,24,98,1368.18,3,3,3,9,1
14508.0,22,57,276.42,3,3,1,7,1
14511.0,11,71,1267.4099999999999,4,3,3,10,1
14512.0,188,23,275.28,1,2,1,4,2
14513.0,101,18,438.49,2,2,2,6,4
14514.0,61,73,1055.35,2,3,3,8,4
14515.0,18,101,2102.09,3,3,4,10,1
14517.0,33,18,330.45,3,2,2,7,1
14518.0,64,16,174.37,2,1,1,4,4
14520.0,2,4,270.6,4,1,1,6,1
14522.0,24,17,974.54,3,1,3,7,1
14523.0,108,12,241.09,2,1,1,4,4
14524.0,32,203,1867.68,3,4,4,11,1
14525.0,9,298,4221.37,4,4,4,12,1
14527.0,3,1011,7711.38,4,4,4,12,1
14528.0,37,18,364.21999999999997,3,2,2,7,1
14529.0,60,229,620.04,2,4,2,8,4
14530.0,26,216,2925.91,3,4,4,11,1
14532.0,236,64,932.85,1,3,3,7,2
14533.0,25,65,1812.6200000000001,3,3,4,10,1
14534.0,3,558,4075.35,4,4,4,12,1
14535.0,59,333,2841.09,2,4,4,10,4
14536.0,260,19,171.8,1,2,1,4,3
14537.0,58,10,355.56,2,1,2,5,4
14538.0,65,19,388.25,2,2,2,6,4
14539.0,16,32,537.48,4,2,2,8,1
14540.0,10,76,996.26,4,3,3,10,1
14541.0,59,111,1461.65,2,4,3,9,4
14542.0,186,5,103.25,1,1,1,3,2
14543.0,4,107,2916.17,4,4,4,12,1
14544.0,24,114,2024.45,3,4,4,11,1
14546.0,4,417,2487.02,4,4,4,12,1
14547.0,4,367,3986.7400000000002,4,4,4,12,1
14548.0,151,4,652.8,1,1,3,5,2
14549.0,311,56,289.24,1,3,1,5,3
14550.0,11,48,765.62,4,3,3,10,1
14551.0,18,10,186.23,3,1,1,5,1
14552.0,152,58,165.07,1,3,1,5,2
14553.0,19,113,859.27,3,4,3,10,1
14554.0,10,216,2381.04,4,4,4,12,1
14555.0,57,21,324.14,2,2,2,6,4
14557.0,64,32,0.0,2,2,1,5,4
14560.0,7,76,2174.18,4,3,4,11,1
14561.0,76,69,1080.76,2,3,3,8,4
14562.0,4,446,4709.22,4,4,4,12,1
14565.0,96,129,3073.77,2,4,4,10,4
14566.0,111,4,1432.0,2,1,3,6,4
14567.0,35,34,1524.46,3,2,3,8,1
14569.0,1,12,227.39,4,1,1,6,1
14570.0,281,29,218.06,1,2,1,4,3
14572.0,3,273,2803.69,4,4,4,12,1
14573.0,180,241,1603.72,1,4,3,8,2
14576.0,372,1,35.400000000000006,1,1,1,3,3
14577.0,13,123,859.71,4,4,3,11,1
14578.0,3,24,168.63,4,2,1,7,1
14581.0,17,17,138.6,4,1,1,6,1
14582.0,41,6,114.11,3,1,1,5,1
14583.0,6,330,1052.55,4,4,3,11,1
14584.0,169,101,1029.26,1,3,3,7,2
14585.0,50,29,157.05,3,2,1,6,4
14586.0,227,27,134.16,1,2,1,4,2
14587.0,19,384,1598.24,3,4,3,10,1
14589.0,372,3,39.75,1,1,1,3,3
14591.0,15,197,1447.14,4,4,3,11,1
14592.0,35,164,570.46,3,4,2,9,1
14593.0,22,152,617.99,3,4,2,9,1
14594.0,7,53,379.83,4,3,2,9,1
14595.0,20,102,1740.6,3,3,4,10,1
14597.0,11,55,883.15,4,3,3,10,1
14598.0,44,50,221.97,3,3,1,7,1
14600.0,306,25,393.33000000000004,1,2,2,5,3
14601.0,11,7,213.96,4,1,1,6,1
14603.0,275,2,660.0,1,1,3,5,3
14606.0,1,2782,11713.85,4,4,4,12,1
14607.0,16,114,11341.1,4,4,4,12,1
14608.0,4,20,1785.15,4,2,4,10,1
14609.0,72,4,601.56,2,1,2,5,4
14616.0,243,3,406.08000000000004,1,1,2,4,2
14618.0,9,17,538.59,4,1,2,7,1
14619.0,239,22,379.51,1,2,2,5,2
14620.0,204,30,393.28000000000003,1,2,2,5,2
14621.0,1,96,1765.76,4,3,4,11,1
14622.0,185,21,320.58000000000004,1,2,2,5,2
14623.0,32,135,869.35,3,4,3,10,1
14624.0,57,13,225.85,2,1,1,4,4
14625.0,185,57,848.48,1,3,3,7,2
14626.0,9,126,2757.07,4,4,4,12,1
14627.0,312,5,-21.85,1,1,1,3,3
14628.0,91,24,671.96,2,2,3,7,4
14629.0,4,153,939.21,4,4,3,11,1
14631.0,51,41,1006.98,2,2,3,7,4
14632.0,263,8,114.56,1,1,1,3,3
14633.0,266,20,344.90000000000003,1,2,2,5,3
14636.0,36,28,609.85,3,2,2,7,1
14638.0,51,16,443.6,2,1,2,5,4
14639.0,52,175,2952.34,2,4,4,10,4
14640.0,16,113,2042.15,4,4,4,12,1
14641.0,22,7,110.46,3,1,1,5,1
14642.0,59,2,96.12,2,1,1,4,4
14643.0,170,34,668.61,1,2,3,6,2
14644.0,9,29,780.46,4,2,3,9,1
14645.0,157,30,597.09,1,2,2,5,2
14646.0,2,2085,279489.02,4,4,4,12,1
14647.0,201,30,243.22,1,2,1,4,2
14649.0,5,199,1417.29,4,4,3,11,1
14651.0,67,102,654.6,2,3,3,8,4
14652.0,77,29,114.18,2,2,1,5,4
14653.0,1,237,1947.55,4,4,4,12,1
14655.0,4,50,1930.15,4,3,4,11,1
14656.0,169,80,291.05,1,3,1,5,2
14657.0,18,127,838.27,3,4,3,10,1
14658.0,5,29,247.15,4,2,1,7,1
14659.0,9,259,2456.53,4,4,4,12,1
14660.0,87,30,285.74,2,2,1,5,4
14661.0,27,4,107.95,3,1,1,5,1
14662.0,29,168,771.17,3,4,3,10,1
14664.0,20,99,637.89,3,3,2,8,1
14665.0,61,117,1258.38,2,4,3,9,4
14666.0,24,14,195.25,3,1,1,5,1
14667.0,11,576,9231.2,4,4,4,12,1
14669.0,242,170,1269.99,1,4,3,8,2
14670.0,280,132,411.53,1,4,2,7,3
14672.0,235,61,765.55,1,3,3,7,2
14673.0,3,74,1736.4,4,3,4,11,1
14675.0,16,102,604.75,4,3,2,9,1
14676.0,31,44,2543.2400000000002,3,3,4,10,1
14679.0,372,1,-2.55,1,1,1,3,3
14680.0,25,320,26932.34,3,4,4,11,1
14681.0,71,7,498.95,2,1,2,5,4
14682.0,188,2,52.0,1,1,1,3,2
14684.0,26,421,1236.28,3,4,3,10,1
14687.0,107,15,628.38,2,1,2,5,4
14688.0,8,359,5107.38,4,4,4,12,1
14689.0,209,13,112.8,1,1,1,3,2
14690.0,44,54,358.61,3,3,2,8,1
14691.0,31,71,2114.33,3,3,4,10,1
14692.0,137,69,582.05,2,3,2,7,2
14693.0,265,8,172.9,1,1,1,3,3
14696.0,4,133,2070.97,4,4,4,12,1
14697.0,218,22,188.60999999999999,1,2,1,4,2
14698.0,2,210,1250.76,4,4,3,11,1
14699.0,214,8,109.13000000000001,1,1,1,3,2
14700.0,32,115,2235.3,3,4,4,11,1
14701.0,11,350,2486.2200000000003,4,4,4,12,1
14702.0,1,348,3250.64,4,4,4,12,1
14703.0,15,22,318.17,4,2,2,8,1
14704.0,11,415,1546.91,4,4,3,11,1
14705.0,199,1,179.0,1,1,1,3,2
14708.0,3,29,1096.67,4,2,3,9,1
14709.0,15,197,4911.14,4,4,4,12,1
